publisher,identifier 1,identifier 2,filename 1,filename 2,title,date_text,date_single/start,date_end,date_qualifier,creator 1,creator 2,contributor,abstract,abstract 2,note,note_2,subject1,subject2 1,subject3,subject4,subject5,coverage,rights 1,internet_media_type,item_type,form,form_authority,relation2,collection,collection_identifier,source 2,relation,digital_origin
"University of Tennessee Libraries, Knoxville",0012_003589_000224_0000,,gsmrc-post_33_03,,"The Great Smoky Mountains National Park: ""Land of the Everlasting Hills""",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Inside text for a souvenir folder describing the Smoky Mountains.,,Creation date inferred from archival collection dates.,,Tourism -- Promotion,Motor trips,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000225_0000,,gsmrc-post_33_04,,Souvenir Folder Structure,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image includes The Loop-over and Typical Mountain Home in Great Smoky Mountains National Park.,,Creation date inferred from archival collection dates.,,Tourism,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000226_0000,,gsmrc-post_33_05,,Alum Cave Bluffs of Mt. Le Conte,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,Robin Thompson,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Alum Cave,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000227_0000,,gsmrc-post_33_06,,Cherokee Indian Reservation,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder showing the Qualla Boundary.,,Creation date inferred from archival collection dates.,,Qualla Boundary,Eastern Band of the Cherokee,,Eastern Band of the Cherokee,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000228_0000,,gsmrc-post_33_07,,Chimney Tops from above the Loop-over,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,Chimney Tops,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000229_0000,,gsmrc-post_33_08,,Chimney Tops as Seen from Park Highway,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Automobiles,Chimney Tops,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000230_0000,,gsmrc-post_33_09,,Laurel Falls Trail,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Laurel Falls Trail,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000231_0000,,gsmrc-post_33_10,,Mountain Stream in the Great Smoky Mountains National Park,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000232_0000,,gsmrc-post_33_11,,Mt. Le Conte from Greenbrier Pinnacle Trail,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Greenbrier Pinnacle,Mount Le Conte,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000233_0000,,gsmrc-post_33_12,,"Newfound Gap Highway, Chimney Tops in Background",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,Chimney Tops,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000234_0000,,gsmrc-post_33_13,,Parking Grounds at Newfound Gap,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Newfound Gap,Automobiles,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000235_0000,,gsmrc-post_33_14,,Ramsey Falls,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Ramsey Cascades,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000236_0000,,gsmrc-post_33_15,,Rhododendrons,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Rhododendron,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000237_0000,,gsmrc-post_33_16,,Silvery Waterfalls near Elkmont,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,Robin Thompson,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Waterfalls,Meigs Creek,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000238_0000,,gsmrc-post_33_17,,"The Chimney Tops, Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Chimney Tops,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000239_0000,,gsmrc-post_33_18,,The Loop-over,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder showing Newfound Gap Highway from above.,This image is part of the Souvenir Folder Structure image.,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000240_0000,,gsmrc-post_33_19,,"Tsali Memorial, Gatlinburg, Tenn., Entrance to Great Smoky Mountains National Park",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Monuments,Tsali,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000241_0000,,gsmrc-post_33_20,,Tunnel and Chimney Tops,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder.,,Creation date inferred from archival collection dates.,,Automobiles,Roads,,Chimney Tops,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000242_0000,,gsmrc-post_33_21,,Typical Indian Squaws,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder showing two Cherokee women with their children.  This image forms part of the souvenir folder's cover.,,Creation date inferred from archival collection dates.,,,Eastern Band of the Cherokee,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000243_0000,,gsmrc-post_33_22,,Typical Mountain Home in Great Smoky Mountains National Park,Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",,,Image in a souvenir folder showing a swinging bridge and cabin.,This image is part of the Souvenir Folder Structure image.,Creation date inferred from archival collection dates.,,Swinging bridges,Cabins,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Bogart Family Great Smoky Mountains Postcard Collection, 1917-1946",MS.3709,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir of Great Smoky Mountains National Park,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000277_0001,0012_003589_000277_0002,gsmrc-post_34_01,gsmrc-post_34_02,In The Appalachian Range,1912-07-03,1912-07-03,,,"Chas. C. Cullen & Co., Knoxville, Tenn.",Unknown,,"Postcard with handwritten note sent from Maryville, TN to Miss Neva Brown, Knoxville on July 3, 1912 for a postage of 1 cent.",,,,,Scenery and landscapes,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000278_0001,0012_003589_000278_0002,gsmrc-post_35_01,gsmrc-post_35_02,"In the heart of the Smokies.  Elkmont, Tenn.  Altitude 2,428 ft.",Circa 1912,1912,,approximate,Unknown,Unknown,,"Postcard with handwritten note sent from Townsend, TN to Miss Alice Mikels, Shooks, Tennessee for a postage of 1 cent.",,,,Elkmont -- Structures,Railroads,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000279_0001,0012_003589_000279_0002,gsmrc-post_36_01,gsmrc-post_36_02,"Loading Logs near Elkmont, Little River Lumber Co.",1912-02-28,1912-02-28,,,Unknown,Unknown,,"Postcard with handwritten note sent on February 28, 1912 from Townsend, TN to Miss Kate Mikels, Shooks, Tennessee for a postage of 1 cent. ",,,,Little River Lumber Company,Railroads,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000280_0001,0012_003589_000280_0002,gsmrc-post_37_01,gsmrc-post_37_02,"On the Little Greenbrier, in Great Smoky Mountains",1909-01-20,1909-01-20,,,"J. N. Badgett Co., Maryville, Tenn.",Unknown,,"Postcard with handwritten note mailed on January 20, 1909 to Mr. A.J. Williamson, Greenback, Tennessee for a postage of 1 cent.",,,,Cabins,Little Greenbrier,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000281_0001,0012_003589_000281_0002,gsmrc-post_38_01,gsmrc-post_38_02,"The Smokey Mountains, Little River",1912-09-24,1912-09-24,,,"Chas. C. Cullen & Co., Knoxville, Tenn.",Unknown,,"Postcard with handwritten note sent from Maryville, TN to Miss Neva Brown, Knoxville on September 24, 1912 for a postage of 1 cent. ",,,,Little River,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000282_0001,0012_003589_000282_0002,gsmrc-post_39_01,gsmrc-post_39_02,"A Typical Cabin, near Knoxville, Tenn.",Circa 1910,1910,,approximate,S. H. Kress & Co.,Unknown,,"Postcard sent from Knoxville to Miss Margaruite Truan, Fountain City, Tenn. in approximately 1910 for a postage of 1 cent.",,,,Cabins,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000251_0000,,gsmrc-post_40_01,,Souvenir Folder of Gatlinburg Tenn.,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Front cover of a souvenir folder filled with postcard size images that fold out in accordion style. Front  cover shows Gatlinburg as seen from a trail above the town.,,,,Gatlinburg,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000252_0000,,gsmrc-post_40_02,,Greetings from Great Smoky Mts. National Park,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Back cover of a souvenir folder showing parts of five images that are included inside. The back cover is made of two parts and unfolds like an envelope.,,,,Rhododendron,Clingmans Dome Road,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000253_0000,,gsmrc-post_40_03,,"Gatlinburg, Tennessee",Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Inside text for a souvenir folder describing Gatlinburg and the Great Smoky Mountains National Park.,,,,Tourism -- Gatlinburg,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000254_0000,,gsmrc-post_40_04,,"Gatlinburg, Overlooking Mt. LeConte in Background",Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Gatlinburg,Mount Le Conte,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000255_0000,,gsmrc-post_40_05,,"Pi Beta Phi School,",Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Pi Beta Phi Settlement School,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000256_0000,,gsmrc-post_40_06,,Municipal Auditorium,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Gatlinburg,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000257_0000,,gsmrc-post_40_07,,Mountain View Hotel.,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Hotels,Businesses -- Gatlinburg,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000258_0000,,gsmrc-post_40_08,,Park Headquarters and Administration Building,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,W.M. Cline,Image in a souvenir folder.,,,,Great Smoky Mountains National Park Headquarters,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000259_0000,,gsmrc-post_40_09,,Hotel Greystone and Patio Rooms,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Hotels,Tourism -- Gatlinburg,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000260_0000,,gsmrc-post_40_10,,New Riverside Hotel,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Hotels,Tourism -- Gatlinburg,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000261_0000,,gsmrc-post_40_11,,New Gatlinburg Inn,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Hotels,Tourism -- Gatlinburg,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000262_0000,,gsmrc-post_40_12,,Enjoying the Sky Lift,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Tourism -- Gatlinburg,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000263_0000,,gsmrc-post_40_13,,Trout Fishing in the Great Smoky Mountains National Park,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Tourism -- Fishing,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000264_0000,,gsmrc-post_40_14,,Cub Bear in Great Smoky Mountains National Park,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Black bears,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000265_0000,,gsmrc-post_40_15,,Newfound Gap Parking Area and Laura Spelman Rockefeller Memorial,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,W.M. Cline,Image in a souvenir folder. ,,,,Newfound Gap,Laura Spelman Rockefeller Memorial,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000266_0000,,gsmrc-post_40_16,,"Top of Sky Lift Overlooking Gatlinburg, Mt. LeConte in background",Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Mount Le Conte,Tourism -- Gatlinburg,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
